layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,eff_rank_90,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
3,6,subspace_adaptive,22,12,264,2bit_budget,22,5.4578193355799814e-05,0.0057186492563820225,2.7103729208475248e-05,0.005697120698058786,0.546875
3,6,full_dim,128,4,512,4bit_budget,22,5.340107444521089e-06,0.001799545039060903,2.6597832100191898e-06,0.0017954533479647562,0.8515625
3,6,subspace_k64_fixed,64,8,512,4bit_budget,22,1.627938357212531e-05,0.0031257133205562946,8.095140233139821e-06,0.003116674757355327,0.7109375
3,6,subspace_adaptive,22,23,506,4bit_budget,22,5.45777385301263e-05,0.005718592488835805,2.7103449767630123e-05,0.005697072220223865,0.546875
3,7,full_dim,128,2,256,2bit_budget,28,0.00015505620907403097,0.009721904515062559,7.731836593319558e-05,0.009706427347125087,0.40234375
3,7,subspace_k64_fixed,64,4,256,2bit_budget,28,2.7176788765624032e-05,0.004049580290913256,1.3524709999478944e-05,0.0040410942295309275,0.625
3,7,subspace_adaptive,28,9,252,2bit_budget,28,7.065625547778572e-05,0.0065092290984826735,3.505655527991578e-05,0.006479805423451845,0.46484375
3,7,full_dim,128,4,512,4bit_budget,28,6.5516463959177525e-06,0.0019933959436559887,3.2643319996691433e-06,0.0019901066083517147,0.84765625
3,7,subspace_k64_fixed,64,8,512,4bit_budget,28,2.116703237322417e-05,0.0035606522276863126,1.0508187845109627e-05,0.0035469682205877,0.66015625
3,7,subspace_adaptive,28,18,504,4bit_budget,28,7.067375989747683e-05,0.0065094319911267965,3.506691709517288e-05,0.006480113201046415,0.46484375
4,0,full_dim,128,2,256,2bit_budget,20,0.00037729262740371117,0.015118139658535684,0.00018772242213446687,0.015078098789337593,0.4375
4,0,subspace_k64_fixed,64,4,256,2bit_budget,20,5.981264859226861e-05,0.006027829390462711,2.9712666614111546e-05,0.0060107409879176805,0.71484375
4,0,subspace_adaptive,20,13,260,2bit_budget,20,0.00015321982777421366,0.009605208776161944,7.585031568002799e-05,0.009555407551662589,0.5234375
4,0,full_dim,128,4,512,4bit_budget,20,1.5796240821998037e-05,0.0030850905218477403,7.888883118565372e-06,0.0030823763529926104,0.8203125
4,0,subspace_k64_fixed,64,8,512,4bit_budget,20,4.793867387729806e-05,0.005378613042719197,2.3791393256169063e-05,0.0053584549742650795,0.74609375
4,0,subspace_adaptive,20,26,520,4bit_budget,20,0.00015321634740837392,0.009605056256070114,7.584827557916753e-05,0.009555233985731269,0.5234375
4,1,full_dim,128,2,256,2bit_budget,22,0.0005571408376709593,0.018293613585443187,0.00027753031469963344,0.018258461232361543,0.31640625
4,1,subspace_k64_fixed,64,4,256,2bit_budget,22,8.983632373122293e-05,0.007356761494063412,4.468843653343057e-05,0.007342623927751226,0.59765625
4,1,subspace_adaptive,22,12,264,2bit_budget,22,0.0002779455194538581,0.012797795044725564,0.0001374340583955869,0.012746494807510651,0.4140625
4,1,full_dim,128,4,512,4bit_budget,22,2.2504014334309805e-05,0.003678124032134428,1.1203751109211206e-05,0.003673686426258046,0.79296875
4,1,subspace_k64_fixed,64,8,512,4bit_budget,22,6.595998733537189e-05,0.006312343176890755,3.278278603563723e-05,0.006297777680202116,0.609375
4,1,subspace_adaptive,22,23,506,4bit_budget,22,0.0002779646579682528,0.012798190117685102,0.00013744382950938046,0.012746866807205156,0.4140625
4,2,full_dim,128,2,256,2bit_budget,31,0.0009792591720065526,0.024274296619234526,0.00048730317109176594,0.024214484678819335,0.3828125
4,2,subspace_k64_fixed,64,4,256,2bit_budget,31,0.0001850774681199052,0.010539312414585906,9.220846989899231e-05,0.010516649177181604,0.69140625
4,2,subspace_adaptive,31,8,248,2bit_budget,31,0.0003694269257047453,0.014904608747095194,0.00018355680823911344,0.01485407917939156,0.484375
4,2,full_dim,128,4,512,4bit_budget,31,3.757622296001457e-05,0.004741192563866348,1.868408201040301e-05,0.004730317981325269,0.875
4,2,subspace_k64_fixed,64,8,512,4bit_budget,31,0.00014938042853689549,0.009443343159680578,7.449312035389248e-05,0.00943060179923549,0.68359375
4,2,subspace_adaptive,31,17,527,4bit_budget,31,0.0003691019748347008,0.014896233661311719,0.0001833816796702902,0.01484513859385601,0.48828125
4,3,full_dim,128,2,256,2bit_budget,22,0.0005777313191736193,0.018626372303631504,0.0002880066428611117,0.018593756697433544,0.40625
4,3,subspace_k64_fixed,64,4,256,2bit_budget,22,9.551997983128325e-05,0.007558560895116995,4.7297297194292747e-05,0.007527156267383027,0.6875
4,3,subspace_adaptive,22,12,264,2bit_budget,22,0.00022571765313182513,0.011628859681041312,0.0001120348618460923,0.011574151637561664,0.55078125
4,3,full_dim,128,4,512,4bit_budget,22,2.2018151092211464e-05,0.003632442580607597,1.0966340493207813e-05,0.0036264296302168787,0.859375
4,3,subspace_k64_fixed,64,8,512,4bit_budget,22,7.132586128066639e-05,0.006533788634759159,3.521653584712225e-05,0.0064954718440892855,0.74609375
4,3,subspace_adaptive,22,23,506,4bit_budget,22,0.0002257102917872285,0.01162860132221435,0.00011203139714424528,0.01157395542286097,0.55078125
4,4,full_dim,128,2,256,2bit_budget,17,0.0005249642509324149,0.017585601279266484,0.000260930890375847,0.017541088613993623,0.40234375
4,4,subspace_k64_fixed,64,4,256,2bit_budget,17,6.762371312427664e-05,0.00630074329662202,3.3588552672018127e-05,0.006281623521221495,0.671875
4,4,subspace_adaptive,17,15,255,2bit_budget,17,0.00016755160532300558,0.009893170600826458,8.29383819821078e-05,0.009852057252796666,0.4609375
4,4,full_dim,128,4,512,4bit_budget,17,1.9868227783230368e-05,0.0034336478493561325,9.901819104863535e-06,0.003429491914952354,0.828125
4,4,subspace_k64_fixed,64,8,512,4bit_budget,17,5.1264230743950235e-05,0.005485145281151439,2.5471503929229624e-05,0.005472251003891586,0.75
4,4,subspace_adaptive,17,30,510,4bit_budget,17,0.00016755264614207687,0.009893192507250558,8.293894183092885e-05,0.009852081482288751,0.4609375
4,5,full_dim,128,2,256,2bit_budget,14,0.0004586632491826305,0.016378506522221947,0.0002273885053033042,0.016321885403123997,0.3984375
4,5,subspace_k64_fixed,64,4,256,2bit_budget,14,6.249189734270903e-05,0.0060297298964114045,3.107004895673988e-05,0.006013581198759721,0.6953125
4,5,subspace_adaptive,14,18,252,2bit_budget,14,0.00019113220400481613,0.010462633993538905,9.526380102378194e-05,0.010448278122062891,0.4921875
4,5,full_dim,128,4,512,4bit_budget,14,1.8478478974689597e-05,0.003283722902619737,9.241443121404406e-06,0.003283778683528197,0.859375
4,5,subspace_k64_fixed,64,8,512,4bit_budget,14,4.3030823787470564e-05,0.004980897713329096,2.139108547731718e-05,0.004965370567961366,0.7578125
4,5,subspace_adaptive,14,37,518,4bit_budget,14,0.015877595172841777,0.09829263210679298,0.0009973145569291998,0.03260918633584178,0.00390625
4,6,full_dim,128,2,256,2bit_budget,21,0.0004824406724498499,0.016714954413317357,0.0002391735052580854,0.0166382679650348,0.48046875
4,6,subspace_k64_fixed,64,4,256,2bit_budget,21,8.342016618861186e-05,0.006944409786173589,4.1563344545577515e-05,0.006932810690250549,0.71484375
4,6,subspace_adaptive,21,12,252,2bit_budget,21,0.00018344467866726502,0.010376369954654647,9.137081800641213e-05,0.01035572920918885,0.55859375
4,6,full_dim,128,4,512,4bit_budget,21,1.938216897712107e-05,0.0033636929667649864,9.626054797773253e-06,0.00335267843733492,0.87109375
4,6,subspace_k64_fixed,64,8,512,4bit_budget,21,6.370144900462139e-05,0.0060397544777547486,3.166296172271058e-05,0.006019626709437958,0.74609375
4,6,subspace_adaptive,21,24,504,4bit_budget,21,0.00018345847653974915,0.01037661632825431,9.137722617166424e-05,0.010355931805184397,0.55859375
4,7,full_dim,128,2,256,2bit_budget,22,0.0007805958584398008,0.021262042227677722,0.0003896042024743833,0.021245909185027445,0.3125
4,7,subspace_k64_fixed,64,4,256,2bit_budget,22,0.00013580383191871262,0.008860631249353348,6.689353254161256e-05,0.008787158549614147,0.64453125
4,7,subspace_adaptive,22,12,264,2bit_budget,22,0.00028134429812266137,0.012723683157127082,0.00013941125554614307,0.012658055562935895,0.46875
4,7,full_dim,128,4,512,4bit_budget,22,2.9308829163625443e-05,0.004141271375913673,1.4499232597936237e-05,0.00412392634966609,0.82421875
4,7,subspace_k64_fixed,64,8,512,4bit_budget,22,0.00011082102393374693,0.008025427332930558,5.450553348241751e-05,0.007950714569696694,0.7109375
4,7,subspace_adaptive,22,23,506,4bit_budget,22,0.0002813538890870053,0.012723721151617205,0.0001394158475442242,0.012658096092784593,0.46875
5,0,full_dim,128,2,256,2bit_budget,23,0.0007878712153626918,0.021961804223774486,0.0003926108963485396,0.021920642657181348,0.36328125
5,0,subspace_k64_fixed,64,4,256,2bit_budget,23,7.405057672846609e-05,0.006688587808034418,3.683751963821991e-05,0.006671022410926072,0.76171875
5,0,subspace_adaptive,23,11,253,2bit_budget,23,0.00031992435336496963,0.013889218068563632,0.00015858838371994794,0.01383611857437134,0.43359375
5,0,full_dim,128,4,512,4bit_budget,23,3.2191512092548674e-05,0.004425111097983853,1.6036142770375156e-05,0.004417117723775276,0.8046875
5,0,subspace_k64_fixed,64,8,512,4bit_budget,23,4.050540178928769e-05,0.004952018865077564,2.0150841768723043e-05,0.004939877222872877,0.8203125
5,0,subspace_adaptive,23,22,506,4bit_budget,23,0.0003198735606357916,0.013888088457986794,0.00015856257568017378,0.013834972935306895,0.43359375
5,1,full_dim,128,2,256,2bit_budget,28,0.0004383191536362956,0.016299217672816786,0.00021844935093562996,0.01627179155315247,0.375
5,1,subspace_k64_fixed,64,4,256,2bit_budget,28,7.887349532210113e-05,0.006920790408629111,3.8931799328496646e-05,0.0068777754596660995,0.6875
5,1,subspace_adaptive,28,9,252,2bit_budget,28,0.00018897504193363026,0.010667283900162637,9.296486328142295e-05,0.010592205663933157,0.4921875
5,1,full_dim,128,4,512,4bit_budget,28,1.6254205287566342e-05,0.003150893720122771,8.072769090761207e-06,0.0031407944344085436,0.80859375
5,1,subspace_k64_fixed,64,8,512,4bit_budget,28,5.991672105443371e-05,0.0060257329805694735,2.9477452157310087e-05,0.005975393452162444,0.73046875
5,1,subspace_adaptive,28,18,504,4bit_budget,28,0.00018906066240755075,0.01066831340669466,9.299959922704626e-05,0.01059320363069131,0.49609375
5,2,full_dim,128,2,256,2bit_budget,20,0.0006126562443056717,0.018787730591302745,0.00030543446728580666,0.018768047128958246,0.37109375
5,2,subspace_k64_fixed,64,4,256,2bit_budget,20,9.191586501519862e-05,0.007295288527468273,4.555518883690682e-05,0.007259304414906932,0.609375
5,2,subspace_adaptive,20,13,260,2bit_budget,20,0.0002443165938199166,0.011699266280023962,0.00012152738740110847,0.011657754294000358,0.40625
5,2,full_dim,128,4,512,4bit_budget,20,2.4297140255514733e-05,0.0037431725576362908,1.2106618079611102e-05,0.0037371381326473958,0.74609375
5,2,subspace_k64_fixed,64,8,512,4bit_budget,20,6.42834878625032e-05,0.006133825785886275,3.168925791124443e-05,0.006092948286561694,0.625
5,2,subspace_adaptive,20,26,520,4bit_budget,20,0.0002443186882363538,0.011699268241245672,0.0001215286007213166,0.01165778314623316,0.40234375
5,3,full_dim,128,2,256,2bit_budget,32,0.0008034115171597963,0.02227979290599489,0.0004004668396081916,0.022248024923587885,0.44140625
5,3,subspace_k64_fixed,64,4,256,2bit_budget,32,9.256354526443725e-05,0.007525139725489645,4.599738920898893e-05,0.007498482606453269,0.72265625
5,3,subspace_adaptive,32,8,256,2bit_budget,32,0.00037300636411298407,0.015046781568831168,0.00018577778044499127,0.015012818256182848,0.5
5,3,full_dim,128,4,512,4bit_budget,32,3.204593076682204e-05,0.004449703159461188,1.5977789889661535e-05,0.004443232076065583,0.81640625
5,3,subspace_k64_fixed,64,8,512,4bit_budget,32,5.854883396694795e-05,0.005934135240350441,2.909733329600023e-05,0.0059167740049263715,0.7890625
5,3,subspace_adaptive,32,16,512,4bit_budget,32,0.00037308778356866354,0.015047814659469118,0.00018581998422866845,0.015013904083026617,0.50390625
5,4,full_dim,128,2,256,2bit_budget,28,0.000797471951966246,0.021931375781499604,0.0003980290696093394,0.021912881603145768,0.375
5,4,subspace_k64_fixed,64,4,256,2bit_budget,28,0.00013603033417763325,0.009066516171959017,6.782262640710035e-05,0.009050181199620902,0.56640625
5,4,subspace_adaptive,28,9,252,2bit_budget,28,0.00034788025365378955,0.014442671170420154,0.00017097973536576202,0.014339627856114496,0.45703125
5,4,full_dim,128,4,512,4bit_budget,28,3.2054929367735705e-05,0.004399054973262612,1.598093347332046e-05,0.00439457531948001,0.8125
5,4,subspace_k64_fixed,64,8,512,4bit_budget,28,0.00011114771133098339,0.008189464523509656,5.527815643880262e-05,0.008171447262357811,0.6171875
5,4,subspace_adaptive,28,18,504,4bit_budget,28,0.000347896216349507,0.01444189211259558,0.00017098726550650407,0.014338831092343577,0.453125
5,5,full_dim,128,2,256,2bit_budget,9,0.0006429670482838007,0.018669337080315016,0.0003217942475830213,0.018686747418944404,0.44921875
5,5,subspace_k64_fixed,64,4,256,2bit_budget,9,4.301658440182165e-05,0.004901900782880429,2.1347351352186742e-05,0.004884998808257272,0.78125
5,5,subspace_adaptive,9,28,252,2bit_budget,9,0.00013557789503929193,0.00876361615538235,6.6896440559002e-05,0.008705913375806867,0.59375
5,5,full_dim,128,4,512,4bit_budget,9,2.08432324467709e-05,0.0034256524974682736,1.0377759710504814e-05,0.0034185927049947703,0.84375
5,5,subspace_k64_fixed,64,8,512,4bit_budget,9,2.0475667019775906e-05,0.003407085178552706,1.0139782888253916e-05,0.0033905953081562364,0.80859375
5,5,subspace_adaptive,9,57,513,4bit_budget,9,0.02391693938262676,0.12107976430609864,0.0013166360833808963,0.03580491596807106,0.01171875
5,6,full_dim,128,2,256,2bit_budget,17,0.0004553467571143977,0.016327360360010854,0.00022710255771766805,0.016312224164818007,0.296875
5,6,subspace_k64_fixed,64,4,256,2bit_budget,17,5.833380454925701e-05,0.005868427493008098,2.9025946243316864e-05,0.005857078039426683,0.640625
5,6,subspace_adaptive,17,15,255,2bit_budget,17,0.00018930549599094544,0.010465901166312524,9.19089075234358e-05,0.010337658416500525,0.40234375
5,6,full_dim,128,4,512,4bit_budget,17,1.728516918042494e-05,0.0032002249365157033,8.601326662950146e-06,0.00319448622197375,0.7890625
5,6,subspace_k64_fixed,64,8,512,4bit_budget,17,4.082500210002896e-05,0.004929774937794257,2.030160100202811e-05,0.004915808722719574,0.6796875
5,6,subspace_adaptive,17,30,510,4bit_budget,17,0.00018930398694856675,0.010465861180964306,9.19080636335667e-05,0.010337612653944834,0.40234375
5,7,full_dim,128,2,256,2bit_budget,18,0.0004988828118450989,0.016973799562423335,0.0002482827849242266,0.016929942713895613,0.30078125
5,7,subspace_k64_fixed,64,4,256,2bit_budget,18,5.598166320839977e-05,0.0057817161164598774,2.776349709864017e-05,0.005758604972670669,0.63671875
5,7,subspace_adaptive,18,14,252,2bit_budget,18,0.00016369723988786906,0.009837544321282365,8.1417674330329e-05,0.009806470482314464,0.4296875
5,7,full_dim,128,4,512,4bit_budget,18,1.771303636675021e-05,0.0032441856866065578,8.826108407182707e-06,0.003239653187661861,0.76953125
5,7,subspace_k64_fixed,64,8,512,4bit_budget,18,3.770675158951447e-05,0.004731556623677951,1.861397424290932e-05,0.0047015927053307115,0.67578125
5,7,subspace_adaptive,18,28,504,4bit_budget,18,0.00016369565671128783,0.009837542194284246,8.1416919677476e-05,0.009806468058980366,0.4296875
6,0,full_dim,128,2,256,2bit_budget,22,0.0017788654349142384,0.03278871434484709,0.0008851540425439581,0.032721491940664316,0.3515625
6,0,subspace_k64_fixed,64,4,256,2bit_budget,22,0.00024191528914039695,0.012024231269390454,0.00011969219487752677,0.011958568983216327,0.6953125
6,0,subspace_adaptive,22,12,264,2bit_budget,22,0.0006144046857829305,0.019212048399551276,0.0003046450478961228,0.019130812395946904,0.49609375
6,0,full_dim,128,4,512,4bit_budget,22,6.613420400155957e-05,0.006309616647850475,3.2949294670123885e-05,0.0062981613018407755,0.8203125
6,0,subspace_k64_fixed,64,8,512,4bit_budget,22,0.00017830818315329972,0.010317666134049466,8.78453889618927e-05,0.010244661256372358,0.70703125
6,0,subspace_adaptive,22,23,506,4bit_budget,22,0.0006144099521551748,0.019212262502277005,0.00030464656668346176,0.019130915632882405,0.49609375
6,1,full_dim,128,2,256,2bit_budget,7,0.00037108596797130636,0.014682658730357406,0.0001852174170935241,0.014674509610409408,0.3046875
6,1,subspace_k64_fixed,64,4,256,2bit_budget,7,2.472010742093233e-05,0.003782038485399649,1.2274407303382287e-05,0.003773357928144176,0.7578125
6,1,subspace_adaptive,7,37,259,2bit_budget,7,0.01125926644735287,0.08310920167203648,0.00036400436317025577,0.020521250692536602,0.00390625
6,1,full_dim,128,4,512,4bit_budget,7,1.4599748916783683e-05,0.002896138175401367,7.2744423993815675e-06,0.0028920145946303593,0.77734375
6,1,subspace_k64_fixed,64,8,512,4bit_budget,7,1.0698371281232231e-05,0.0024991338325137495,5.297926549897762e-06,0.002490976631406033,0.7734375
6,1,subspace_adaptive,7,73,511,4bit_budget,7,0.011259176250885284,0.08310877911239635,0.0003639714429604111,0.020520642541429393,0.0
6,2,full_dim,128,2,256,2bit_budget,22,0.001329192910966938,0.028045883414336947,0.0006638108541965637,0.028017976392973973,0.375
6,2,subspace_k64_fixed,64,4,256,2bit_budget,22,0.00021977002608814357,0.01147164735142571,0.00010925385308690227,0.011438405430364087,0.66015625
6,2,subspace_adaptive,22,12,264,2bit_budget,22,0.0005760921721151317,0.01860050807020379,0.0002864186763641222,0.018540410119013792,0.48828125
6,2,full_dim,128,4,512,4bit_budget,22,5.3833037680392224e-05,0.005700801732468565,2.6840000596268295e-05,0.005695025962956315,0.828125
6,2,subspace_k64_fixed,64,8,512,4bit_budget,22,0.0001721045085323872,0.010150676807459243,8.546766497910234e-05,0.010124559142452232,0.71484375
6,2,subspace_adaptive,22,23,506,4bit_budget,22,0.0005760854265098112,0.018600216431522924,0.00028641563357635467,0.018540190640491123,0.48828125
6,3,full_dim,128,2,256,2bit_budget,27,0.00121917046228546,0.02698101843450977,0.0006078169405964614,0.026925683282166664,0.40625
6,3,subspace_k64_fixed,64,4,256,2bit_budget,27,0.0002139587159722359,0.011339421389949398,0.0001064556670459122,0.011312266519150155,0.640625
6,3,subspace_adaptive,27,9,243,2bit_budget,27,0.000445265254028743,0.016301390712693667,0.000221262868004153,0.01625640162114668,0.53515625
6,3,full_dim,128,4,512,4bit_budget,27,4.6208490113074435e-05,0.005291220059921734,2.3067937981413797e-05,0.005285072644943927,0.8203125
6,3,subspace_k64_fixed,64,8,512,4bit_budget,27,0.00017053054114589392,0.010096397807385034,8.473405983510538e-05,0.01006560207088748,0.68359375
6,3,subspace_adaptive,27,19,513,4bit_budget,27,0.00044526774597988795,0.016299412570009858,0.00022125399070115076,0.016253915582790438,0.53125
6,4,full_dim,128,2,256,2bit_budget,26,0.0008386255124059234,0.022468349619580753,0.00041847659897880133,0.0224497393087292,0.50390625
6,4,subspace_k64_fixed,64,4,256,2bit_budget,26,0.00014860485384160684,0.009470364144563318,7.342388440860336e-05,0.009400602648711783,0.76171875
6,4,subspace_adaptive,26,10,260,2bit_budget,26,0.00034847962310272774,0.014512734471166688,0.00017335587883145784,0.014474148970102267,0.62890625
6,4,full_dim,128,4,512,4bit_budget,26,3.4695867542910454e-05,0.004563558271675707,1.726164261768641e-05,0.004548811703540874,0.87109375
6,4,subspace_k64_fixed,64,8,512,4bit_budget,26,0.00011992278348333253,0.0084721342700166,5.928926962576982e-05,0.00841034198607562,0.78125
