layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
0,2,transfer,64,8,512,4bit,2.999720150049448e-07,0.00038721380085547533,1.4702418961435115e-07,0.0003846039422842585,0.7958984375
0,2,full_dim,128,4,512,4bit,1.9707656701432029e-07,0.0003405551333594183,9.463328089680865e-08,0.00033006488104494254,0.65234375
0,3,oracle,64,4,256,2bit,8.342669878086617e-07,0.0007183891506740219,4.0806021860447856e-07,0.0006981283632885721,0.9541015625
0,3,transfer,64,4,256,2bit,1.1909651943312842e-06,0.0008193191028003893,5.839576774271402e-07,0.0008089482065701105,0.9501953125
0,3,full_dim,128,2,256,2bit,1.2154616290932725e-05,0.002694149538964087,5.898096341733846e-06,0.002628696977340113,0.935546875
0,3,oracle,64,8,512,4bit,1.7450712811332666e-07,0.0002812927496121725,8.619028761678842e-08,0.00027901609304404186,0.9501953125
0,3,transfer,64,8,512,4bit,4.6571653542290205e-07,0.0004809715786745888,2.2517037210265097e-07,0.0004719540551743375,0.94921875
0,3,full_dim,128,4,512,4bit,4.229145206837356e-07,0.0004990906518594153,2.0574646494151498e-07,0.000485877364948282,0.9677734375
0,4,oracle,64,4,256,2bit,5.880969903591365e-07,0.0006141950205516419,2.858010779601716e-07,0.0006103796609514969,0.6484375
0,4,transfer,64,4,256,2bit,7.079407174770084e-07,0.000634586617834559,3.4571257721671234e-07,0.000631320707513536,0.6083984375
0,4,full_dim,128,2,256,2bit,7.420576186629987e-06,0.002142072690155498,3.633806154544037e-06,0.0020954402233565247,0.4228515625
0,4,oracle,64,8,512,4bit,6.931592237079147e-08,0.00018129479506900085,3.438534469597402e-08,0.00018039032179492328,0.7314453125
0,4,transfer,64,8,512,4bit,3.208167067396746e-07,0.00037251838803071326,1.5162434041718077e-07,0.0003679768502677924,0.6845703125
0,4,full_dim,128,4,512,4bit,2.5650824400659965e-07,0.0003944486822087034,1.2724001714195836e-07,0.0003921055099205595,0.720703125
0,5,oracle,64,4,256,2bit,6.07360799178262e-07,0.0005891396468721515,3.0061695054384227e-07,0.0005852491730567027,0.697265625
0,5,transfer,64,4,256,2bit,7.156753321141468e-07,0.0006324473037021411,3.495481815354345e-07,0.000623800042551866,0.5869140625
0,5,full_dim,128,2,256,2bit,5.5929371488424386e-06,0.0018642047778499866,2.7894552951845006e-06,0.0018611530253206008,0.6318359375
0,5,oracle,64,8,512,4bit,1.411398994227402e-07,0.0002543725603002914,6.995386373792205e-08,0.00025284314246203646,0.744140625
0,5,transfer,64,8,512,4bit,4.574893858125924e-07,0.00047078212340098344,2.1708348504690543e-07,0.00046326759658605856,0.7216796875
0,5,full_dim,128,4,512,4bit,2.559658493475652e-07,0.000380322028192811,1.2752564386589137e-07,0.00038035526345701345,0.6884765625
0,6,oracle,64,4,256,2bit,6.143722766223498e-07,0.0006028805912679222,3.0736960955542607e-07,0.0006028116712330533,0.638671875
0,6,transfer,64,4,256,2bit,9.86493122612504e-07,0.0007638923148843479,4.796495163002652e-07,0.0007580910366618138,0.677734375
0,6,full_dim,128,2,256,2bit,8.238244160681861e-06,0.0021688335806316966,4.0907527341496815e-06,0.002167025341142657,0.63671875
0,6,oracle,64,8,512,4bit,1.6518037026726385e-07,0.000273413100830997,8.165272766090382e-08,0.000270759846735884,0.70703125
0,6,transfer,64,8,512,4bit,6.182589591508421e-07,0.0005771699379952741,2.99066616216376e-07,0.0005716905117830035,0.6748046875
0,6,full_dim,128,4,512,4bit,2.3310527151465754e-07,0.0003652159295167638,1.1539425520163586e-07,0.00036362971956234105,0.6982421875
0,7,oracle,64,4,256,2bit,6.753317166240081e-07,0.0006121469868191538,3.331453372367304e-07,0.0006065676376406062,0.5439453125
0,7,transfer,64,4,256,2bit,1.4922960022375466e-06,0.0009130290244760323,7.334438012283408e-07,0.0009020918851803606,0.3544921875
0,7,full_dim,128,2,256,2bit,9.532126499291554e-06,0.002334826930471447,4.652130406769368e-06,0.002311903648230972,0.314453125
0,7,oracle,64,8,512,4bit,2.904953031720968e-07,0.0003482860726953814,1.4407942530891557e-07,0.0003466682261695919,0.666015625
0,7,transfer,64,8,512,4bit,1.0006589731905237e-06,0.0006851588572694104,4.810914817272454e-07,0.0006620975924873524,0.5419921875
0,7,full_dim,128,4,512,4bit,2.660739688968895e-07,0.0003906258845773195,1.3253167394476646e-07,0.0003900151202939075,0.6083984375
1,0,oracle,64,4,256,2bit,2.9651094350681567e-06,0.0013406052713236664,1.451464887812049e-06,0.0013267177464617802,0.71484375
1,0,transfer,64,4,256,2bit,5.31740538072989e-06,0.0017693472293849126,2.579440287348019e-06,0.0017413152416782436,0.5576171875
1,0,full_dim,128,2,256,2bit,1.3347686232237267e-05,0.0028858772290620096,6.629992161187506e-06,0.0028744779790497938,0.525390625
1,0,oracle,64,8,512,4bit,2.133690287815982e-06,0.0011257329063076031,1.0448754451800836e-06,0.001112531052016672,0.7431640625
1,0,transfer,64,8,512,4bit,4.600906084014147e-06,0.0016174483872640035,2.2289934807708265e-06,0.0015892395426869905,0.611328125
1,0,full_dim,128,4,512,4bit,5.520243984158094e-07,0.0005860651692423341,2.7547935924032213e-07,0.0005854635432295437,0.796875
1,1,oracle,64,4,256,2bit,1.2579805595704038e-06,0.0008706803166431369,6.283960095219519e-07,0.0008704316791979248,0.982421875
1,1,transfer,64,4,256,2bit,1.5732032447235791e-06,0.0009754341993261514,7.788341610628567e-07,0.0009707737153268438,0.9765625
1,1,full_dim,128,2,256,2bit,1.6932004003269124e-05,0.003202596419659395,8.244710339330757e-06,0.003164048839782728,0.9599609375
1,1,oracle,64,8,512,4bit,1.0817000915382373e-07,0.0002478707442037892,5.4138215722819765e-08,0.0002481762859694559,0.98828125
1,1,transfer,64,8,512,4bit,2.903026337277322e-07,0.0004158367215352446,1.4026744559262157e-07,0.00040801432220874986,0.9921875
1,1,full_dim,128,4,512,4bit,6.257149308510598e-07,0.0006097895962983676,3.1280586702436696e-07,0.0006098115836242133,0.9765625
1,2,oracle,64,4,256,2bit,1.1519917705372626e-06,0.0008498414615985227,5.76335761512767e-07,0.0008500011727314891,0.8447265625
1,2,transfer,64,4,256,2bit,1.4872711682817458e-06,0.0009628287593195787,7.180385109929143e-07,0.0009479598532716317,0.7431640625
1,2,full_dim,128,2,256,2bit,1.3920458726170355e-05,0.0029265302677946646,6.92614256920518e-06,0.0029229673909972713,0.53125
1,2,oracle,64,8,512,4bit,1.6260270074294098e-07,0.00029918603367850086,8.076208824177634e-08,0.00029974667006808797,0.9150390625
1,2,transfer,64,8,512,4bit,5.16947939254267e-07,0.0005439849615705264,2.3559476213016506e-07,0.0005224343635387528,0.8427734375
1,2,full_dim,128,4,512,4bit,5.604881130129629e-07,0.0005946475828243346,2.802051604837058e-07,0.0005944827286609071,0.7646484375
1,3,oracle,64,4,256,2bit,2.3989266254902266e-06,0.0012183311224675888,1.2010349271750366e-06,0.0012194045882287854,0.845703125
1,3,transfer,64,4,256,2bit,2.449971613203671e-06,0.0012266939228183034,1.1994158491162914e-06,0.001218616861924553,0.728515625
1,3,full_dim,128,2,256,2bit,4.0536827326511396e-05,0.004907529520667986,1.9333743360839653e-05,0.00479538755693308,0.650390625
1,3,oracle,64,8,512,4bit,1.1929705796261534e-07,0.0002603962723722648,6.038494864901403e-08,0.00026301541280760257,0.9599609375
1,3,transfer,64,8,512,4bit,3.852970279333084e-07,0.0004648536988562696,1.6692536279729595e-07,0.00043856483590433036,0.9384765625
1,3,full_dim,128,4,512,4bit,1.4102932273208696e-06,0.0009240646140166687,7.006193220105766e-07,0.0009213422302952095,0.87890625
1,4,oracle,64,4,256,2bit,3.341230152891583e-06,0.0014316199982216502,1.6525370170367934e-06,0.0014224767758336653,0.9833984375
1,4,transfer,64,4,256,2bit,3.297227296744488e-06,0.001436912292919543,1.6317885388585872e-06,0.0014283307115777405,0.9609375
1,4,full_dim,128,2,256,2bit,4.078937088915327e-05,0.004894981478883268,1.981946294455272e-05,0.004835714635242949,0.7255859375
1,4,oracle,64,8,512,4bit,3.366049985524278e-07,0.0004393822025473755,1.6818866342651597e-07,0.00043910591292167507,0.98828125
1,4,transfer,64,8,512,4bit,6.228559497035092e-07,0.0006093999384279029,2.9870754296304516e-07,0.000592911943880817,0.9931640625
1,4,full_dim,128,4,512,4bit,1.2927535806659482e-06,0.0008890735917319526,6.392659017275258e-07,0.0008840767127378593,0.9912109375
1,5,oracle,64,4,256,2bit,1.0574969239529603e-06,0.0008031628105499751,5.284661008665335e-07,0.0008033207470281958,0.609375
1,5,transfer,64,4,256,2bit,2.0897728582633623e-06,0.0011384874695434786,9.410152145615822e-07,0.0010842308560724391,0.6064453125
1,5,full_dim,128,2,256,2bit,1.1829719471003353e-05,0.0027490299050529268,5.841432105285129e-06,0.0027356989140506047,0.2705078125
1,5,oracle,64,8,512,4bit,3.9596665201926835e-07,0.0004565170646761734,1.978360903524749e-07,0.0004569827461853624,0.818359375
1,5,transfer,64,8,512,4bit,1.454767204482903e-06,0.0009308586752375277,6.23450751810042e-07,0.0008720246985809999,0.6845703125
1,5,full_dim,128,4,512,4bit,4.2985948752191063e-07,0.000522922238762658,2.1479816378756154e-07,0.0005227664622992912,0.71875
1,6,oracle,64,4,256,2bit,1.4466102648296565e-06,0.0009468801357688009,7.240847961347078e-07,0.000947421287804381,0.6806640625
1,6,transfer,64,4,256,2bit,2.366575603619392e-06,0.001201782393148764,1.0924229321307324e-06,0.0011478770719473234,0.6376953125
1,6,full_dim,128,2,256,2bit,1.4255813587773573e-05,0.0029664884151186996,7.110613889551197e-06,0.00296367170706068,0.400390625
1,6,oracle,64,8,512,4bit,4.470359562688505e-07,0.0005029354162114098,2.2316947724118428e-07,0.0005031919953260109,0.8603515625
1,6,transfer,64,8,512,4bit,1.614225220762404e-06,0.0009786331843383335,7.199969342084979e-07,0.0009091364672879482,0.7021484375
1,6,full_dim,128,4,512,4bit,4.855919695397515e-07,0.0005491315265139457,2.425224953321453e-07,0.0005490610884777445,0.857421875
1,7,oracle,64,4,256,2bit,1.7838822857081661e-06,0.0010510468880906261,8.774462623276899e-07,0.0010430347738172537,0.794921875
1,7,transfer,64,4,256,2bit,2.484029605680856e-06,0.0012392326020453422,1.1897963211055307e-06,0.0012023117221198437,0.7490234375
1,7,full_dim,128,2,256,2bit,1.5651901081099906e-05,0.0031097308978962268,7.67921533144689e-06,0.0030843376497177817,0.5341796875
1,7,oracle,64,8,512,4bit,7.668799203909659e-07,0.0006902213580966666,3.703996441216521e-07,0.0006672084726087556,0.8466796875
1,7,transfer,64,8,512,4bit,1.5244718555277395e-06,0.0009571005789216222,7.060676647641062e-07,0.000903992798238718,0.8203125
1,7,full_dim,128,4,512,4bit,6.151030723915657e-07,0.0006188982248430265,3.0699570986673904e-07,0.0006183524747737787,0.8359375
2,0,oracle,64,4,256,2bit,7.824269445611075e-06,0.002187709382866435,3.89217477866776e-06,0.002183252201154763,0.7900390625
2,0,transfer,64,4,256,2bit,1.1000669854341976e-05,0.0025945742750313585,5.149955372327447e-06,0.0025169369866755303,0.84375
2,0,full_dim,128,2,256,2bit,0.00010232248875067211,0.007912220292317673,5.0353680355855405e-05,0.007851200051625519,0.53515625
2,0,oracle,64,8,512,4bit,6.261669137715877e-07,0.0006020423483743544,3.187372405519472e-07,0.0006093005608308593,0.935546875
2,0,transfer,64,8,512,4bit,4.65171205829557e-06,0.0016688158047366225,1.9416353732113877e-06,0.0015415801335412612,0.8837890625
2,0,full_dim,128,4,512,4bit,4.015121679428418e-06,0.0015636647196903115,2.015205381432284e-06,0.0015660354255772084,0.8955078125
2,1,oracle,64,4,256,2bit,6.603912229085162e-06,0.001998698738930619,3.304850993380027e-06,0.002000887572754367,0.7275390625
2,1,transfer,64,4,256,2bit,1.0890135722726036e-05,0.002511989048598927,5.200366149715588e-06,0.002451281456957318,0.712890625
2,1,full_dim,128,2,256,2bit,6.493534959376671e-05,0.0062355576707213535,3.247134216084173e-05,0.006235516990713006,0.4267578125
2,1,oracle,64,8,512,4bit,8.973295933743714e-07,0.0007082062935073901,4.503194846612867e-07,0.0007098468392504982,0.9150390625
2,1,transfer,64,8,512,4bit,6.271771746801389e-06,0.0018575995633053654,2.8466256849021883e-06,0.00176608734160136,0.82421875
2,1,full_dim,128,4,512,4bit,2.5526125105091564e-06,0.0012290544069540957,1.2762961497550476e-06,0.001228500031204247,0.826171875
2,2,oracle,64,4,256,2bit,2.6058740050867073e-06,0.0012646422494144525,1.3031657873960192e-06,0.0012647442623939709,0.7802734375
2,2,transfer,64,4,256,2bit,7.203419479061516e-06,0.002070756198057268,3.0606574679845116e-06,0.0019113009125209994,0.6767578125
2,2,full_dim,128,2,256,2bit,2.795168608072844e-05,0.004122922292894027,1.395501750057032e-05,0.0041193735988622315,0.533203125
2,2,oracle,64,8,512,4bit,9.047733764942658e-07,0.0007189941431401897,4.535329298419536e-07,0.0007200784570276326,0.83203125
2,2,transfer,64,8,512,4bit,5.672672933142783e-06,0.0018325561749444282,2.2515843022187524e-06,0.0016301817781612306,0.7060546875
2,2,full_dim,128,4,512,4bit,1.1762214606346225e-06,0.000846399812835581,5.864715986030736e-07,0.0008447772473704788,0.876953125
2,3,oracle,64,4,256,2bit,5.203346648086555e-06,0.0017804291671657947,2.5988383844601057e-06,0.0017779077308037055,0.673828125
2,3,transfer,64,4,256,2bit,1.2263272043381194e-05,0.002632146554981123,5.953251122990937e-06,0.0026069054480827684,0.546875
2,3,full_dim,128,2,256,2bit,4.654897877451497e-05,0.005367939437686689,2.3179505561870806e-05,0.005352315602515334,0.4228515625
2,3,oracle,64,8,512,4bit,2.266274643589437e-06,0.0011067839439395152,1.1351224496716755e-06,0.0011096768474423218,0.7861328125
2,3,transfer,64,8,512,4bit,9.700892667639377e-06,0.0022882514357245544,4.670165025390584e-06,0.002268193242558585,0.6484375
2,3,full_dim,128,4,512,4bit,1.9873222871155316e-06,0.001110795071659957,9.95307001217726e-07,0.0011118218493155513,0.7861328125
2,4,oracle,64,4,256,2bit,7.287930907367468e-06,0.0020925653771711574,3.6372039544874084e-06,0.002088918700036381,0.77734375
2,4,transfer,64,4,256,2bit,2.3233365479727184e-05,0.003449267035507347,9.340697782276095e-06,0.003139144228376859,0.66015625
2,4,full_dim,128,2,256,2bit,6.867939621936012e-05,0.006492983741629817,3.381871908200855e-05,0.006457286373527442,0.5390625
2,4,oracle,64,8,512,4bit,3.6056846435786496e-06,0.0013831735499994081,1.7877309416531481e-06,0.0013738732324639204,0.7919921875
2,4,transfer,64,8,512,4bit,2.018439189167092e-05,0.0031016165646274244,7.839178810187972e-06,0.0028066903331898027,0.703125
2,4,full_dim,128,4,512,4bit,2.5106702901063505e-06,0.0012532669145897224,1.2546595233004615e-06,0.0012529016602886992,0.8857421875
2,5,oracle,64,4,256,2bit,3.96923260687394e-06,0.0015519311072365993,1.9865772453666777e-06,0.0015516661615534648,0.7021484375
2,5,transfer,64,4,256,2bit,8.995939595849745e-06,0.0022046073980111582,4.319468521083021e-06,0.00216701206279552,0.5693359375
2,5,full_dim,128,2,256,2bit,3.3707405067697837e-05,0.004535548490535207,1.6753121509130405e-05,0.00452300664282812,0.5693359375
2,5,oracle,64,8,512,4bit,1.7932448953901476e-06,0.0009946941345133796,8.983889474689346e-07,0.0009949280386085835,0.79296875
2,5,transfer,64,8,512,4bit,7.1385164195603825e-06,0.0018854135522776978,3.3946307345847373e-06,0.0018559356455453537,0.6279296875
2,5,full_dim,128,4,512,4bit,1.3759451715561816e-06,0.0009179905236757448,6.866787036447224e-07,0.0009169880739284114,0.84765625
2,6,oracle,64,4,256,2bit,1.612032009605774e-06,0.0009938471671757806,8.056071004588184e-07,0.0009933857549491282,0.8544921875
2,6,transfer,64,4,256,2bit,3.153266608561621e-06,0.0013622874560143064,1.41133967864218e-06,0.0012923390790357653,0.7919921875
2,6,full_dim,128,2,256,2bit,1.7572303591316915e-05,0.003267065310145833,8.72893210072038e-06,0.0032575013996500365,0.576171875
2,6,oracle,64,8,512,4bit,5.064390711045521e-07,0.0005310300650614392,2.5160567481251275e-07,0.000529254218006419,0.8974609375
2,6,transfer,64,8,512,4bit,2.0649705761310027e-06,0.0010714896732080745,8.67587090844423e-07,0.000993835299462994,0.8173828125
2,6,full_dim,128,4,512,4bit,6.889950223134482e-07,0.0006462990915595008,3.4411807595689804e-07,0.0006457831421699434,0.9228515625
2,7,oracle,64,4,256,2bit,3.0815544413871657e-06,0.001382550426542551,1.5367798088833002e-06,0.0013810876271004992,0.798828125
2,7,transfer,64,4,256,2bit,5.003537489974331e-06,0.0017469789024879014,2.32290599205208e-06,0.0016861126148537816,0.7724609375
2,7,full_dim,128,2,256,2bit,3.230555475820976e-05,0.004478201263957702,1.6128690758657107e-05,0.004475018774053987,0.55078125
2,7,oracle,64,8,512,4bit,8.409443260306809e-07,0.0007024522935414718,4.1842742571126076e-07,0.0007000293561807973,0.8818359375
2,7,transfer,64,8,512,4bit,2.9848078416210197e-06,0.0013285114972982864,1.3171052158716986e-06,0.001247686382069027,0.8115234375
2,7,full_dim,128,4,512,4bit,1.263081752140556e-06,0.0008845864754719336,6.308420113529134e-07,0.0008840076067589787,0.9013671875
3,0,oracle,64,4,256,2bit,1.5125399836826976e-05,0.00304929146279882,7.542006097855905e-06,0.003044619935510422,0.615234375
3,0,transfer,64,4,256,2bit,7.991083536283453e-05,0.006500160659912115,2.4182167446036257e-05,0.00522379211412856,0.7548828125
3,0,full_dim,128,2,256,2bit,0.00015341613074313902,0.009766094580239968,7.532592090226482e-05,0.009679197518815469,0.53515625
3,0,oracle,64,8,512,4bit,5.7275704182848445e-06,0.0018060490345586098,2.8455398720035926e-06,0.0017979042155054316,0.900390625
3,0,transfer,64,8,512,4bit,7.2203366474562e-05,0.005990749691892476,2.0439619437311932e-05,0.004705306563035657,0.7900390625
3,0,full_dim,128,4,512,4bit,5.507212985086161e-06,0.001845121101038073,2.7549455187749422e-06,0.0018454410025648663,0.9228515625
3,1,oracle,64,4,256,2bit,1.284030274572852e-05,0.002802648443583709,6.463127472618584e-06,0.0028121523901538767,0.7490234375
3,1,transfer,64,4,256,2bit,3.786801826593609e-05,0.004454221742078234,1.6285579228511245e-05,0.004256453014565143,0.6064453125
3,1,full_dim,128,2,256,2bit,0.00014646088086574325,0.009423914386138623,7.2322694389955e-05,0.00938024791720387,0.47265625
3,1,oracle,64,8,512,4bit,4.733974030197341e-06,0.0016044565117188242,2.404202779657725e-06,0.0016204278776599844,0.8349609375
3,1,transfer,64,8,512,4bit,3.0738067562381365e-05,0.0038248749987520253,1.2433585873048034e-05,0.003620748899160549,0.6376953125
3,1,full_dim,128,4,512,4bit,5.555062600669372e-06,0.0018382505097587205,2.7848698733011724e-06,0.0018411088324504464,0.830078125
3,2,oracle,64,4,256,2bit,8.369816201596684e-06,0.0022766012955744317,4.186589828269766e-06,0.0022766396967818735,0.8466796875
3,2,transfer,64,4,256,2bit,3.6182607413680795e-05,0.004816926545815837,7.813533011590358e-06,0.0030752644534265683,0.802734375
3,2,full_dim,128,2,256,2bit,9.195405525311498e-05,0.007503838392181349,4.599120000846713e-05,0.007502856086407271,0.5205078125
3,2,oracle,64,8,512,4bit,2.0015941246417404e-06,0.0010804602726611767,1.0021673169205117e-06,0.0010808956634339526,0.91015625
3,2,transfer,64,8,512,4bit,3.0336501788288383e-05,0.004465279196757473,5.1155230183049546e-06,0.0024571633086828953,0.8134765625
3,2,full_dim,128,4,512,4bit,3.5059894962429214e-06,0.001471235095206283,1.7507858336119504e-06,0.0014700990736386506,0.90625
3,3,oracle,64,4,256,2bit,1.0098952686746687e-05,0.002490430172852467,5.0580893120598125e-06,0.0024927234524062805,0.751953125
3,3,transfer,64,4,256,2bit,2.7433610789693155e-05,0.004003964668715224,1.042464075434087e-05,0.003502675690207965,0.6396484375
3,3,full_dim,128,2,256,2bit,0.00010690955520260605,0.008159842815750298,5.326831026440938e-05,0.008140611429116113,0.4267578125
3,3,oracle,64,8,512,4bit,2.4121461729758272e-06,0.0011646288704865834,1.2101974256728914e-06,0.0011673687437031785,0.8720703125
3,3,transfer,64,8,512,4bit,2.1158910005817977e-05,0.0034368777150876645,7.224875083890208e-06,0.002847967324460357,0.69140625
3,3,full_dim,128,4,512,4bit,4.311163077617618e-06,0.0016367343607852753,2.1541451756477328e-06,0.0016363161660042252,0.8720703125
3,4,oracle,64,4,256,2bit,9.985991832316527e-06,0.002440282412323444,4.991310187334002e-06,0.002438525823788493,0.8291015625
3,4,transfer,64,4,256,2bit,2.444027027286281e-05,0.003743194214209937,9.5810462670229e-06,0.003329550315360971,0.6982421875
3,4,full_dim,128,2,256,2bit,0.00011367849717123325,0.008209562600078265,5.590743005619625e-05,0.008149446546693945,0.54296875
3,4,oracle,64,8,512,4bit,2.3098696724370815e-06,0.0011488799296191057,1.1621378994972986e-06,0.0011501611595067355,0.8798828125
3,4,transfer,64,8,512,4bit,1.8063851598524005e-05,0.0031597449966869256,6.272639100601561e-06,0.002648837311335102,0.740234375
3,4,full_dim,128,4,512,4bit,4.208905805794418e-06,0.0015797417412944453,2.0995516683028e-06,0.0015779906507168923,0.89453125
3,5,oracle,64,4,256,2bit,2.0126513334877457e-05,0.003493255565970934,1.0073508581568132e-05,0.0034911260096720017,0.7822265625
3,5,transfer,64,4,256,2bit,3.8874723406359996e-05,0.004776611710668918,1.6488567617403294e-05,0.004443052663320268,0.619140625
3,5,full_dim,128,2,256,2bit,0.00031370740471359086,0.013781549914903683,0.00015051321118713837,0.013506212321882653,0.701171875
3,5,oracle,64,8,512,4bit,2.935200711346915e-06,0.0013087272859010515,1.4889886308520964e-06,0.0013152467397819785,0.9267578125
3,5,transfer,64,8,512,4bit,1.9592023207134488e-05,0.0032778024804365367,6.873251928738643e-06,0.0027533479321389153,0.84765625
3,5,full_dim,128,4,512,4bit,1.0715971640574654e-05,0.0025343029462041662,5.289150554817047e-06,0.0025208146260674593,0.931640625
3,6,oracle,64,4,256,2bit,5.2089600455709445e-06,0.0017760581787198515,2.606615435107807e-06,0.0017768923948837073,0.876953125
3,6,transfer,64,4,256,2bit,1.6014120193317816e-05,0.003093176016798389,5.043567204957253e-06,0.0024549450373297192,0.783203125
3,6,full_dim,128,2,256,2bit,5.6056482149925474e-05,0.005820928670597835,2.795850905918642e-05,0.0058131620859390165,0.6162109375
3,6,oracle,64,8,512,4bit,1.3687825812538148e-06,0.0008710293041793812,6.860226909796539e-07,0.0008721682865771554,0.892578125
3,6,transfer,64,8,512,4bit,1.2276535713983412e-05,0.00267369741454366,3.3229402821914983e-06,0.001972297102076454,0.81640625
3,6,full_dim,128,4,512,4bit,2.286599597202881e-06,0.0011801152756150191,1.142245144767197e-06,0.0011795291498522015,0.908203125
3,7,oracle,64,4,256,2bit,5.5202449444272134e-06,0.0018355426036990694,2.76153108666718e-06,0.0018357496733448918,0.7548828125
3,7,transfer,64,4,256,2bit,1.4957705663769313e-05,0.0029353295371200563,5.3880964435732965e-06,0.0025299413024734776,0.7109375
3,7,full_dim,128,2,256,2bit,6.916811700779871e-05,0.0064813144421617015,3.378882650580823e-05,0.006407883876655689,0.5634765625
3,7,oracle,64,8,512,4bit,1.4988721095757237e-06,0.0009204796177374414,7.504096361926385e-07,0.0009211354622711769,0.8193359375
3,7,transfer,64,8,512,4bit,1.1055233804792226e-05,0.0024770388523359587,3.5397247460499567e-06,0.002037000416623011,0.7734375
3,7,full_dim,128,4,512,4bit,2.532338545342702e-06,0.001235181921559948,1.2628358521466231e-06,0.0012335303013798365,0.8974609375
4,0,oracle,64,4,256,2bit,1.8962039910637806e-05,0.0034370660415211306,9.480369038994207e-06,0.003436743548972894,0.7216796875
4,0,transfer,64,4,256,2bit,7.30097921929081e-05,0.0061637873983735585,3.065892760722916e-05,0.005690372420812823,0.728515625
4,0,full_dim,128,2,256,2bit,0.00019656352655723813,0.011025302975641332,9.844318478757818e-05,0.011030181042710228,0.501953125
4,0,oracle,64,8,512,4bit,5.6231199242261284e-06,0.0017760296249479592,2.804669624316114e-06,0.0017737102453974367,0.8818359375
4,0,transfer,64,8,512,4bit,6.166435007285677e-05,0.005440129116959433,2.477766135040521e-05,0.004914170332805021,0.7685546875
4,0,full_dim,128,4,512,4bit,7.999449238555356e-06,0.002218762832499248,3.986257122177911e-06,0.0022157713443810064,0.8896484375
4,1,oracle,64,4,256,2bit,4.2712541690221663e-05,0.005092580688739265,2.144394473376625e-05,0.005105893716228696,0.7509765625
4,1,transfer,64,4,256,2bit,0.00011458936666852147,0.00823309103751531,4.132112942095093e-05,0.007009598523823378,0.662109375
4,1,full_dim,128,2,256,2bit,0.00041124395029344836,0.015879344815764654,0.00020522480284500155,0.015847097775792733,0.4658203125
4,1,oracle,64,8,512,4bit,1.1889586582687221e-05,0.0026397267747338086,6.056616580086349e-06,0.002672465536381485,0.865234375
4,1,transfer,64,8,512,4bit,8.770005970658835e-05,0.007105387561321274,2.73316411493199e-05,0.0056107031320409475,0.7470703125
4,1,full_dim,128,4,512,4bit,1.618281059373401e-05,0.0031283723201799797,8.047402867975594e-06,0.0031240929456124817,0.87109375
4,2,oracle,64,4,256,2bit,4.725854723017286e-05,0.005281473219902785,2.390253066502832e-05,0.005309626734845601,0.7373046875
4,2,transfer,64,4,256,2bit,0.00020484808281472485,0.010284403939031241,8.048839151858415e-05,0.009316523982803967,0.638671875
4,2,full_dim,128,2,256,2bit,0.00030750116930467717,0.01379991831860843,0.00015367953729569233,0.013787287026448814,0.5078125
4,2,oracle,64,8,512,4bit,2.7694467681467266e-05,0.0038437369024286205,1.4120928275111157e-05,0.0038839573811844364,0.82421875
4,2,transfer,64,8,512,4bit,0.0001889328123190834,0.009647271192965693,7.156255475264476e-05,0.008663046550377298,0.6337890625
4,2,full_dim,128,4,512,4bit,1.3289730505751927e-05,0.0028683549931175227,6.645443021475645e-06,0.0028682823748272454,0.90234375
4,3,oracle,64,4,256,2bit,2.9540486950324354e-05,0.00425668141209852,1.4677533059664042e-05,0.0042382304884717534,0.7744140625
4,3,transfer,64,4,256,2bit,0.0001079716401194029,0.007886709301963491,3.674555947609828e-05,0.006583352744288387,0.6669921875
4,3,full_dim,128,2,256,2bit,0.00030322752566848074,0.01362766664282744,0.00015251735200574065,0.013664195759907176,0.4755859375
4,3,oracle,64,8,512,4bit,8.16882705404948e-06,0.002193232750598225,3.976173209031533e-06,0.002161023713806826,0.859375
4,3,transfer,64,8,512,4bit,8.89643632002502e-05,0.007042586503957622,2.608214789008722e-05,0.0055066060594002,0.71875
4,3,full_dim,128,4,512,4bit,1.2886422209894955e-05,0.0028032161036981294,6.410375522924325e-06,0.0027969605698331575,0.85546875
4,4,oracle,64,4,256,2bit,1.7463918452514697e-05,0.0032473996904518448,8.764832552351925e-06,0.0032511836385039775,0.8369140625
4,4,transfer,64,4,256,2bit,9.459389597755102e-05,0.007551179414278064,2.3892534257086807e-05,0.005276957110052114,0.79296875
4,4,full_dim,128,2,256,2bit,0.00019818919081642555,0.010929297600431924,9.89162373840162e-05,0.010919865881537935,0.6025390625
4,4,oracle,64,8,512,4bit,3.198298284603175e-06,0.001338585602394574,1.6230946318930004e-06,0.0013508132531602722,0.9130859375
4,4,transfer,64,8,512,4bit,7.94894508900525e-05,0.006923166050887303,1.7157626504198657e-05,0.004421800879393234,0.828125
4,4,full_dim,128,4,512,4bit,7.912692575595132e-06,0.0021886485819402526,3.963732039132502e-06,0.0021902075923821334,0.908203125
4,5,oracle,64,4,256,2bit,9.586455893758369e-06,0.0024320675075127805,4.777879952902216e-06,0.002427853036801077,0.8544921875
4,5,transfer,64,4,256,2bit,3.279550348345118e-05,0.004483877908156027,9.940369336416922e-06,0.003456517071450855,0.806640625
