layer_a,layer_b,head_a,head_b,kv_type,metric_type,k_a,k_b,subspace_overlap
9,9,5,6,V,cross_head,45,38,0.4689560830593109
9,9,5,7,V,cross_head,45,33,0.4381791949272156
9,9,6,7,V,cross_head,38,33,0.4417797029018402
10,10,0,1,V,cross_head,40,47,0.4920574128627777
10,10,0,2,V,cross_head,40,49,0.49470043182373047
10,10,0,3,V,cross_head,40,57,0.4806431829929352
10,10,0,4,V,cross_head,40,50,0.5007017254829407
10,10,0,5,V,cross_head,40,46,0.4998158812522888
10,10,0,6,V,cross_head,40,45,0.478685200214386
10,10,0,7,V,cross_head,40,52,0.4809815287590027
10,10,1,2,V,cross_head,47,49,0.5315979719161987
10,10,1,3,V,cross_head,47,57,0.5316364765167236
10,10,1,4,V,cross_head,47,50,0.5255881547927856
10,10,1,5,V,cross_head,47,46,0.5198763012886047
10,10,1,6,V,cross_head,47,45,0.5286321043968201
10,10,1,7,V,cross_head,47,52,0.5344049334526062
10,10,2,3,V,cross_head,49,57,0.5428159832954407
10,10,2,4,V,cross_head,49,50,0.5514094829559326
10,10,2,5,V,cross_head,49,46,0.5389556288719177
10,10,2,6,V,cross_head,49,45,0.5308026671409607
10,10,2,7,V,cross_head,49,52,0.5434334874153137
10,10,3,4,V,cross_head,57,50,0.5448275208473206
10,10,3,5,V,cross_head,57,46,0.5314769744873047
10,10,3,6,V,cross_head,57,45,0.5241462588310242
10,10,3,7,V,cross_head,57,52,0.560486376285553
10,10,4,5,V,cross_head,50,46,0.5402171015739441
10,10,4,6,V,cross_head,50,45,0.5130448937416077
10,10,4,7,V,cross_head,50,52,0.5526923537254333
10,10,5,6,V,cross_head,46,45,0.5276440382003784
10,10,5,7,V,cross_head,46,52,0.5157959461212158
10,10,6,7,V,cross_head,45,52,0.5270024538040161
11,11,0,1,V,cross_head,48,58,0.5460567474365234
11,11,0,2,V,cross_head,48,60,0.5363249778747559
11,11,0,3,V,cross_head,48,59,0.5375890135765076
11,11,0,4,V,cross_head,48,50,0.5281513333320618
11,11,0,5,V,cross_head,48,62,0.539844274520874
11,11,0,6,V,cross_head,48,60,0.5427380204200745
11,11,0,7,V,cross_head,48,53,0.5478697419166565
11,11,1,2,V,cross_head,58,60,0.5989835262298584
11,11,1,3,V,cross_head,58,59,0.5935643315315247
11,11,1,4,V,cross_head,58,50,0.5523872971534729
11,11,1,5,V,cross_head,58,62,0.5992985367774963
11,11,1,6,V,cross_head,58,60,0.5996135473251343
11,11,1,7,V,cross_head,58,53,0.5797773003578186
11,11,2,3,V,cross_head,60,59,0.6043715476989746
11,11,2,4,V,cross_head,60,50,0.5524269342422485
11,11,2,5,V,cross_head,60,62,0.6129018068313599
11,11,2,6,V,cross_head,60,60,0.6174927949905396
11,11,2,7,V,cross_head,60,53,0.5748066306114197
11,11,3,4,V,cross_head,59,50,0.5636652708053589
11,11,3,5,V,cross_head,59,62,0.6133666038513184
11,11,3,6,V,cross_head,59,60,0.6112785339355469
11,11,3,7,V,cross_head,59,53,0.5752272605895996
11,11,4,5,V,cross_head,50,62,0.5491018295288086
11,11,4,6,V,cross_head,50,60,0.5512255430221558
11,11,4,7,V,cross_head,50,53,0.5564075708389282
11,11,5,6,V,cross_head,62,60,0.6031206846237183
11,11,5,7,V,cross_head,62,53,0.5757144689559937
11,11,6,7,V,cross_head,60,53,0.5719435214996338
12,12,0,1,V,cross_head,49,57,0.5543833374977112
12,12,0,2,V,cross_head,49,49,0.5411272048950195
12,12,0,3,V,cross_head,49,45,0.5183774828910828
12,12,0,4,V,cross_head,49,61,0.5440124869346619
12,12,0,5,V,cross_head,49,46,0.5266166925430298
12,12,0,6,V,cross_head,49,60,0.5327733159065247
12,12,0,7,V,cross_head,49,58,0.5541266202926636
12,12,1,2,V,cross_head,57,49,0.5533093810081482
12,12,1,3,V,cross_head,57,45,0.5206381678581238
12,12,1,4,V,cross_head,57,61,0.5903856754302979
12,12,1,5,V,cross_head,57,46,0.5366455316543579
12,12,1,6,V,cross_head,57,60,0.5943184494972229
12,12,1,7,V,cross_head,57,58,0.5909144878387451
12,12,2,3,V,cross_head,49,45,0.5279459357261658
12,12,2,4,V,cross_head,49,61,0.5450732707977295
12,12,2,5,V,cross_head,49,46,0.5386387705802917
12,12,2,6,V,cross_head,49,60,0.546854555606842
12,12,2,7,V,cross_head,49,58,0.5540682077407837
12,12,3,4,V,cross_head,45,61,0.5391542315483093
12,12,3,5,V,cross_head,45,46,0.5113200545310974
12,12,3,6,V,cross_head,45,60,0.5313444137573242
12,12,3,7,V,cross_head,45,58,0.5164231061935425
12,12,4,5,V,cross_head,61,46,0.5295447111129761
12,12,4,6,V,cross_head,61,60,0.610724687576294
12,12,4,7,V,cross_head,61,58,0.5988796949386597
12,12,5,6,V,cross_head,46,60,0.521095335483551
12,12,5,7,V,cross_head,46,58,0.5250002145767212
12,12,6,7,V,cross_head,60,58,0.6086087226867676
13,13,0,1,V,cross_head,44,67,0.523354172706604
13,13,0,2,V,cross_head,44,50,0.5145699381828308
13,13,0,3,V,cross_head,44,64,0.5287560820579529
13,13,0,4,V,cross_head,44,72,0.5241808295249939
13,13,0,5,V,cross_head,44,66,0.5183119177818298
13,13,0,6,V,cross_head,44,46,0.5098539590835571
13,13,0,7,V,cross_head,44,48,0.5148769021034241
13,13,1,2,V,cross_head,67,50,0.545860230922699
13,13,1,3,V,cross_head,67,64,0.634050726890564
13,13,1,4,V,cross_head,67,72,0.6553540825843811
13,13,1,5,V,cross_head,67,66,0.6463229060173035
13,13,1,6,V,cross_head,67,46,0.5193259716033936
13,13,1,7,V,cross_head,67,48,0.5499610304832458
13,13,2,3,V,cross_head,50,64,0.5536193251609802
13,13,2,4,V,cross_head,50,72,0.548005223274231
13,13,2,5,V,cross_head,50,66,0.5591936707496643
13,13,2,6,V,cross_head,50,46,0.517377495765686
13,13,2,7,V,cross_head,50,48,0.5490756034851074
13,13,3,4,V,cross_head,64,72,0.6407084465026855
13,13,3,5,V,cross_head,64,66,0.6373053193092346
13,13,3,6,V,cross_head,64,46,0.5341922640800476
13,13,3,7,V,cross_head,64,48,0.5440027713775635
13,13,4,5,V,cross_head,72,66,0.6549399495124817
13,13,4,6,V,cross_head,72,46,0.5306143760681152
13,13,4,7,V,cross_head,72,48,0.5401621460914612
13,13,5,6,V,cross_head,66,46,0.5247396230697632
13,13,5,7,V,cross_head,66,48,0.5444696545600891
13,13,6,7,V,cross_head,46,48,0.5455794334411621
14,14,0,1,V,cross_head,60,61,0.6144057512283325
14,14,0,2,V,cross_head,60,58,0.6031619906425476
14,14,0,3,V,cross_head,60,32,0.4544129967689514
14,14,0,4,V,cross_head,60,40,0.49781617522239685
14,14,0,5,V,cross_head,60,54,0.577940046787262
14,14,0,6,V,cross_head,60,48,0.5414708256721497
14,14,0,7,V,cross_head,60,58,0.5926482081413269
14,14,1,2,V,cross_head,61,58,0.5971251130104065
14,14,1,3,V,cross_head,61,32,0.429710328578949
14,14,1,4,V,cross_head,61,40,0.48532265424728394
14,14,1,5,V,cross_head,61,54,0.5661487579345703
14,14,1,6,V,cross_head,61,48,0.5297412276268005
14,14,1,7,V,cross_head,61,58,0.6150442361831665
14,14,2,3,V,cross_head,58,32,0.4410678446292877
14,14,2,4,V,cross_head,58,40,0.4978962540626526
14,14,2,5,V,cross_head,58,54,0.5761642456054688
14,14,2,6,V,cross_head,58,48,0.5462859272956848
14,14,2,7,V,cross_head,58,58,0.6012693643569946
14,14,3,4,V,cross_head,32,40,0.42491838335990906
14,14,3,5,V,cross_head,32,54,0.42726200819015503
14,14,3,6,V,cross_head,32,48,0.42837491631507874
14,14,3,7,V,cross_head,32,58,0.4387310743331909
14,14,4,5,V,cross_head,40,54,0.48715510964393616
14,14,4,6,V,cross_head,40,48,0.48183473944664
14,14,4,7,V,cross_head,40,58,0.49817508459091187
14,14,5,6,V,cross_head,54,48,0.5437715649604797
14,14,5,7,V,cross_head,54,58,0.5768564343452454
14,14,6,7,V,cross_head,48,58,0.5457879900932312
15,15,0,1,V,cross_head,42,49,0.4950543940067291
15,15,0,2,V,cross_head,42,56,0.49548906087875366
15,15,0,3,V,cross_head,42,58,0.5009392499923706
15,15,0,4,V,cross_head,42,43,0.4960339069366455
15,15,0,5,V,cross_head,42,43,0.5144540071487427
15,15,0,6,V,cross_head,42,55,0.49480482935905457
15,15,0,7,V,cross_head,42,43,0.49775269627571106
15,15,1,2,V,cross_head,49,56,0.5398427248001099
15,15,1,3,V,cross_head,49,58,0.5372384190559387
15,15,1,4,V,cross_head,49,43,0.5098497867584229
15,15,1,5,V,cross_head,49,43,0.5075424313545227
15,15,1,6,V,cross_head,49,55,0.5560468435287476
15,15,1,7,V,cross_head,49,43,0.504487931728363
15,15,2,3,V,cross_head,56,58,0.5865533947944641
15,15,2,4,V,cross_head,56,43,0.5091111660003662
15,15,2,5,V,cross_head,56,43,0.5145031809806824
15,15,2,6,V,cross_head,56,55,0.5842199325561523
15,15,2,7,V,cross_head,56,43,0.512183666229248
15,15,3,4,V,cross_head,58,43,0.5167025923728943
15,15,3,5,V,cross_head,58,43,0.4986364245414734
15,15,3,6,V,cross_head,58,55,0.5787348747253418
15,15,3,7,V,cross_head,58,43,0.5067722201347351
15,15,4,5,V,cross_head,43,43,0.5072791576385498
15,15,4,6,V,cross_head,43,55,0.5040538907051086
15,15,4,7,V,cross_head,43,43,0.5160080194473267
15,15,5,6,V,cross_head,43,55,0.5129469633102417
15,15,5,7,V,cross_head,43,43,0.5193941593170166
15,15,6,7,V,cross_head,55,43,0.5113533139228821
16,16,0,1,V,cross_head,43,56,0.515112578868866
16,16,0,2,V,cross_head,43,48,0.5055763125419617
16,16,0,3,V,cross_head,43,55,0.5131217837333679
16,16,0,4,V,cross_head,43,48,0.5143254995346069
16,16,0,5,V,cross_head,43,58,0.5045815110206604
16,16,0,6,V,cross_head,43,59,0.5045451521873474
16,16,0,7,V,cross_head,43,48,0.5101694464683533
16,16,1,2,V,cross_head,56,48,0.5404168963432312
16,16,1,3,V,cross_head,56,55,0.5826689004898071
16,16,1,4,V,cross_head,56,48,0.5336859822273254
16,16,1,5,V,cross_head,56,58,0.5842941403388977
16,16,1,6,V,cross_head,56,59,0.582854688167572
16,16,1,7,V,cross_head,56,48,0.5368306636810303
16,16,2,3,V,cross_head,48,55,0.5421440005302429
16,16,2,4,V,cross_head,48,48,0.5370509028434753
16,16,2,5,V,cross_head,48,58,0.54178386926651
16,16,2,6,V,cross_head,48,59,0.5370718836784363
16,16,2,7,V,cross_head,48,48,0.531548261642456
16,16,3,4,V,cross_head,55,48,0.5372505187988281
16,16,3,5,V,cross_head,55,58,0.5840539336204529
16,16,3,6,V,cross_head,55,59,0.5785192847251892
16,16,3,7,V,cross_head,55,48,0.5310774445533752
16,16,4,5,V,cross_head,48,58,0.5361319780349731
16,16,4,6,V,cross_head,48,59,0.5446364283561707
16,16,4,7,V,cross_head,48,48,0.5546102523803711
16,16,5,6,V,cross_head,58,59,0.599284291267395
16,16,5,7,V,cross_head,58,48,0.5504841208457947
16,16,6,7,V,cross_head,59,48,0.5445573329925537
17,17,0,1,V,cross_head,42,50,0.5151127576828003
17,17,0,2,V,cross_head,42,52,0.49119123816490173
17,17,0,3,V,cross_head,42,44,0.4992733597755432
17,17,0,4,V,cross_head,42,51,0.5083714723587036
17,17,0,5,V,cross_head,42,47,0.5115084052085876
17,17,0,6,V,cross_head,42,58,0.4969117343425751
17,17,0,7,V,cross_head,42,47,0.5113909840583801
17,17,1,2,V,cross_head,50,52,0.5534752011299133
17,17,1,3,V,cross_head,50,44,0.5095143914222717
17,17,1,4,V,cross_head,50,51,0.5387263298034668
17,17,1,5,V,cross_head,50,47,0.522545576095581
17,17,1,6,V,cross_head,50,58,0.556686282157898
17,17,1,7,V,cross_head,50,47,0.5382488965988159
17,17,2,3,V,cross_head,52,44,0.5333224534988403
17,17,2,4,V,cross_head,52,51,0.5675169229507446
17,17,2,5,V,cross_head,52,47,0.5208837389945984
17,17,2,6,V,cross_head,52,58,0.5696035027503967
17,17,2,7,V,cross_head,52,47,0.5345412492752075
17,17,3,4,V,cross_head,44,51,0.5147740840911865
17,17,3,5,V,cross_head,44,47,0.5203704237937927
17,17,3,6,V,cross_head,44,58,0.516213595867157
17,17,3,7,V,cross_head,44,47,0.5223829746246338
17,17,4,5,V,cross_head,51,47,0.5299628376960754
17,17,4,6,V,cross_head,51,58,0.5626055598258972
17,17,4,7,V,cross_head,51,47,0.5245511531829834
17,17,5,6,V,cross_head,47,58,0.541486918926239
17,17,5,7,V,cross_head,47,47,0.5371063351631165
17,17,6,7,V,cross_head,58,47,0.5326571464538574
18,18,0,1,V,cross_head,42,69,0.5082006454467773
18,18,0,2,V,cross_head,42,62,0.5056418180465698
18,18,0,3,V,cross_head,42,47,0.49849987030029297
18,18,0,4,V,cross_head,42,60,0.5135630369186401
18,18,0,5,V,cross_head,42,52,0.509067952632904
18,18,0,6,V,cross_head,42,59,0.5093235969543457
18,18,0,7,V,cross_head,42,55,0.5085424184799194
18,18,1,2,V,cross_head,69,62,0.619839608669281
18,18,1,3,V,cross_head,69,47,0.5433963537216187
18,18,1,4,V,cross_head,69,60,0.6131110787391663
18,18,1,5,V,cross_head,69,52,0.5713465809822083
18,18,1,6,V,cross_head,69,59,0.6118751168251038
18,18,1,7,V,cross_head,69,55,0.579925000667572
18,18,2,3,V,cross_head,62,47,0.543455183506012
18,18,2,4,V,cross_head,62,60,0.6082037687301636
18,18,2,5,V,cross_head,62,52,0.5647878646850586
18,18,2,6,V,cross_head,62,59,0.6097410917282104
18,18,2,7,V,cross_head,62,55,0.5739805102348328
18,18,3,4,V,cross_head,47,60,0.5413017272949219
18,18,3,5,V,cross_head,47,52,0.5290836691856384
18,18,3,6,V,cross_head,47,59,0.5370349287986755
18,18,3,7,V,cross_head,47,55,0.5375909805297852
18,18,4,5,V,cross_head,60,52,0.5775705575942993
18,18,4,6,V,cross_head,60,59,0.6120582818984985
18,18,4,7,V,cross_head,60,55,0.5762194395065308
18,18,5,6,V,cross_head,52,59,0.5579418540000916
18,18,5,7,V,cross_head,52,55,0.5605669021606445
18,18,6,7,V,cross_head,59,55,0.5781459808349609
19,19,0,1,V,cross_head,56,55,0.5740635395050049
19,19,0,2,V,cross_head,56,68,0.5928335785865784
19,19,0,3,V,cross_head,56,61,0.5918279886245728
19,19,0,4,V,cross_head,56,46,0.5319762825965881
19,19,0,5,V,cross_head,56,55,0.5841478109359741
19,19,0,6,V,cross_head,56,65,0.5894437432289124
19,19,0,7,V,cross_head,56,48,0.5346047282218933
19,19,1,2,V,cross_head,55,68,0.5843438506126404
19,19,1,3,V,cross_head,55,61,0.583081066608429
19,19,1,4,V,cross_head,55,46,0.5239138603210449
19,19,1,5,V,cross_head,55,55,0.5771536231040955
19,19,1,6,V,cross_head,55,65,0.5834503769874573
19,19,1,7,V,cross_head,55,48,0.5509494543075562
19,19,2,3,V,cross_head,68,61,0.6292319893836975
19,19,2,4,V,cross_head,68,46,0.5279712677001953
19,19,2,5,V,cross_head,68,55,0.5871484279632568
19,19,2,6,V,cross_head,68,65,0.6437281966209412
19,19,2,7,V,cross_head,68,48,0.5475191473960876
19,19,3,4,V,cross_head,61,46,0.5310545563697815
19,19,3,5,V,cross_head,61,55,0.5901976823806763
19,19,3,6,V,cross_head,61,65,0.623906672000885
19,19,3,7,V,cross_head,61,48,0.5475870966911316
19,19,4,5,V,cross_head,46,55,0.5373464226722717
19,19,4,6,V,cross_head,46,65,0.5204956531524658
19,19,4,7,V,cross_head,46,48,0.5260352492332458
19,19,5,6,V,cross_head,55,65,0.5794122815132141
19,19,5,7,V,cross_head,55,48,0.5426232814788818
19,19,6,7,V,cross_head,65,48,0.5324214100837708
20,20,0,1,V,cross_head,61,60,0.6126099228858948
20,20,0,2,V,cross_head,61,62,0.6211649179458618
20,20,0,3,V,cross_head,61,55,0.5952039361000061
20,20,0,4,V,cross_head,61,62,0.6187225580215454
20,20,0,5,V,cross_head,61,74,0.6297227740287781
20,20,0,6,V,cross_head,61,47,0.5436439514160156
20,20,0,7,V,cross_head,61,63,0.6231648325920105
20,20,1,2,V,cross_head,60,62,0.6143766045570374
20,20,1,3,V,cross_head,60,55,0.5849930047988892
20,20,1,4,V,cross_head,60,62,0.6134591698646545
20,20,1,5,V,cross_head,60,74,0.616003692150116
20,20,1,6,V,cross_head,60,47,0.5373544692993164
20,20,1,7,V,cross_head,60,63,0.6134430766105652
20,20,2,3,V,cross_head,62,55,0.5721959471702576
20,20,2,4,V,cross_head,62,62,0.6180854439735413
20,20,2,5,V,cross_head,62,74,0.6248258948326111
20,20,2,6,V,cross_head,62,47,0.54547518491745
20,20,2,7,V,cross_head,62,63,0.6189211010932922
20,20,3,4,V,cross_head,55,62,0.5862385630607605
20,20,3,5,V,cross_head,55,74,0.5867139101028442
20,20,3,6,V,cross_head,55,47,0.5319181680679321
20,20,3,7,V,cross_head,55,63,0.5820654034614563
20,20,4,5,V,cross_head,62,74,0.6226842403411865
20,20,4,6,V,cross_head,62,47,0.5297573804855347
20,20,4,7,V,cross_head,62,63,0.6333147287368774
20,20,5,6,V,cross_head,74,47,0.5438393354415894
20,20,5,7,V,cross_head,74,63,0.6314648985862732
20,20,6,7,V,cross_head,47,63,0.5406904220581055
21,21,0,1,V,cross_head,51,48,0.5334868431091309
21,21,0,2,V,cross_head,51,53,0.5622610449790955
21,21,0,3,V,cross_head,51,73,0.5577453374862671
21,21,0,4,V,cross_head,51,66,0.5502322912216187
21,21,0,5,V,cross_head,51,63,0.5596652626991272
21,21,0,6,V,cross_head,51,72,0.5585491061210632
21,21,0,7,V,cross_head,51,48,0.5400859713554382
21,21,1,2,V,cross_head,48,53,0.5486236214637756
21,21,1,3,V,cross_head,48,73,0.5308465361595154
21,21,1,4,V,cross_head,48,66,0.5456721186637878
21,21,1,5,V,cross_head,48,63,0.5193407535552979
21,21,1,6,V,cross_head,48,72,0.545391857624054
21,21,1,7,V,cross_head,48,48,0.545118510723114
21,21,2,3,V,cross_head,53,73,0.5686469078063965
21,21,2,4,V,cross_head,53,66,0.5733982920646667
21,21,2,5,V,cross_head,53,63,0.5594719648361206
21,21,2,6,V,cross_head,53,72,0.5757129192352295
21,21,2,7,V,cross_head,53,48,0.5231102705001831
21,21,3,4,V,cross_head,73,66,0.6473098397254944
21,21,3,5,V,cross_head,73,63,0.6267203688621521
21,21,3,6,V,cross_head,73,72,0.6823734045028687
21,21,3,7,V,cross_head,73,48,0.5397596955299377
21,21,4,5,V,cross_head,66,63,0.628759503364563
21,21,4,6,V,cross_head,66,72,0.6477841734886169
21,21,4,7,V,cross_head,66,48,0.5525371432304382
21,21,5,6,V,cross_head,63,72,0.633909285068512
21,21,5,7,V,cross_head,63,48,0.5332958102226257
21,21,6,7,V,cross_head,72,48,0.5394638776779175
22,22,0,1,V,cross_head,58,70,0.6037970185279846
22,22,0,2,V,cross_head,58,66,0.597425103187561
22,22,0,3,V,cross_head,58,36,0.4581814408302307
22,22,0,4,V,cross_head,58,44,0.51683509349823
22,22,0,5,V,cross_head,58,67,0.6033340096473694
22,22,0,6,V,cross_head,58,67,0.593450665473938
22,22,0,7,V,cross_head,58,40,0.4966244697570801
22,22,1,2,V,cross_head,70,66,0.6415698528289795
22,22,1,3,V,cross_head,70,36,0.4587099254131317
22,22,1,4,V,cross_head,70,44,0.5155029892921448
22,22,1,5,V,cross_head,70,67,0.6620702147483826
22,22,1,6,V,cross_head,70,67,0.6569563746452332
22,22,1,7,V,cross_head,70,40,0.49403849244117737
22,22,2,3,V,cross_head,66,36,0.45162174105644226
22,22,2,4,V,cross_head,66,44,0.5180514454841614
22,22,2,5,V,cross_head,66,67,0.6458050012588501
22,22,2,6,V,cross_head,66,67,0.6512438654899597
22,22,2,7,V,cross_head,66,40,0.48375973105430603
22,22,3,4,V,cross_head,36,44,0.4638901352882385
22,22,3,5,V,cross_head,36,67,0.46983063220977783
22,22,3,6,V,cross_head,36,67,0.45451387763023376
22,22,3,7,V,cross_head,36,40,0.5021623969078064
22,22,4,5,V,cross_head,44,67,0.5109540820121765
22,22,4,6,V,cross_head,44,67,0.5146413445472717
22,22,4,7,V,cross_head,44,40,0.4773377478122711
22,22,5,6,V,cross_head,67,67,0.6563418507575989
22,22,5,7,V,cross_head,67,40,0.48883968591690063
22,22,6,7,V,cross_head,67,40,0.48313871026039124
23,23,0,1,V,cross_head,69,63,0.6393914222717285
23,23,0,2,V,cross_head,69,64,0.6344326734542847
23,23,0,3,V,cross_head,69,77,0.6614183187484741
23,23,0,4,V,cross_head,69,72,0.668142557144165
23,23,0,5,V,cross_head,69,68,0.6505489349365234
23,23,0,6,V,cross_head,69,58,0.6078247427940369
23,23,0,7,V,cross_head,69,68,0.6603052616119385
23,23,1,2,V,cross_head,63,64,0.6293642520904541
23,23,1,3,V,cross_head,63,77,0.6279983520507812
23,23,1,4,V,cross_head,63,72,0.6306814551353455
23,23,1,5,V,cross_head,63,68,0.6331711411476135
23,23,1,6,V,cross_head,63,58,0.6052168607711792
23,23,1,7,V,cross_head,63,68,0.6339786648750305
23,23,2,3,V,cross_head,64,77,0.6266038417816162
23,23,2,4,V,cross_head,64,72,0.6293253898620605
23,23,2,5,V,cross_head,64,68,0.628801703453064
23,23,2,6,V,cross_head,64,58,0.6049062609672546
23,23,2,7,V,cross_head,64,68,0.6230859756469727
23,23,3,4,V,cross_head,77,72,0.6788153052330017
23,23,3,5,V,cross_head,77,68,0.666144847869873
23,23,3,6,V,cross_head,77,58,0.6128735542297363
23,23,3,7,V,cross_head,77,68,0.6598454713821411
23,23,4,5,V,cross_head,72,68,0.6580394506454468
23,23,4,6,V,cross_head,72,58,0.5992370843887329
23,23,4,7,V,cross_head,72,68,0.6630141139030457
23,23,5,6,V,cross_head,68,58,0.5999501943588257
23,23,5,7,V,cross_head,68,68,0.652454137802124
23,23,6,7,V,cross_head,58,68,0.5988613367080688
24,24,0,1,V,cross_head,55,77,0.5818122029304504
24,24,0,2,V,cross_head,55,74,0.5794317126274109
24,24,0,3,V,cross_head,55,65,0.5817261934280396
24,24,0,4,V,cross_head,55,67,0.5831823348999023
24,24,0,5,V,cross_head,55,72,0.5829450488090515
24,24,0,6,V,cross_head,55,55,0.5794516801834106
24,24,0,7,V,cross_head,55,58,0.5823121666908264
24,24,1,2,V,cross_head,77,74,0.6910955905914307
24,24,1,3,V,cross_head,77,65,0.6393761038780212
24,24,1,4,V,cross_head,77,67,0.6542333960533142
24,24,1,5,V,cross_head,77,72,0.679539144039154
24,24,1,6,V,cross_head,77,55,0.5806690454483032
24,24,1,7,V,cross_head,77,58,0.5927689075469971
24,24,2,3,V,cross_head,74,65,0.6436046361923218
24,24,2,4,V,cross_head,74,67,0.649080753326416
24,24,2,5,V,cross_head,74,72,0.6752570271492004
24,24,2,6,V,cross_head,74,55,0.5821146368980408
24,24,2,7,V,cross_head,74,58,0.6177287697792053
24,24,3,4,V,cross_head,65,67,0.6471061110496521
24,24,3,5,V,cross_head,65,72,0.6449028849601746
24,24,3,6,V,cross_head,65,55,0.587348461151123
24,24,3,7,V,cross_head,65,58,0.6048394441604614
24,24,4,5,V,cross_head,67,72,0.6504825353622437
24,24,4,6,V,cross_head,67,55,0.5834956765174866
24,24,4,7,V,cross_head,67,58,0.5878596305847168
24,24,5,6,V,cross_head,72,55,0.5893998146057129
24,24,5,7,V,cross_head,72,58,0.6000744104385376
24,24,6,7,V,cross_head,55,58,0.5976551175117493
25,25,0,1,V,cross_head,74,67,0.6457498073577881
25,25,0,2,V,cross_head,74,63,0.6273846626281738
25,25,0,3,V,cross_head,74,72,0.6763523817062378
25,25,0,4,V,cross_head,74,44,0.5086889863014221
25,25,0,5,V,cross_head,74,50,0.5614003539085388
25,25,0,6,V,cross_head,74,73,0.6828795075416565
25,25,0,7,V,cross_head,74,61,0.623412549495697
25,25,1,2,V,cross_head,67,63,0.6297075748443604
25,25,1,3,V,cross_head,67,72,0.6495691537857056
25,25,1,4,V,cross_head,67,44,0.5052534341812134
25,25,1,5,V,cross_head,67,50,0.5513100624084473
25,25,1,6,V,cross_head,67,73,0.6497870087623596
25,25,1,7,V,cross_head,67,61,0.6079208254814148
25,25,2,3,V,cross_head,63,72,0.6310855150222778
25,25,2,4,V,cross_head,63,44,0.5055996775627136
25,25,2,5,V,cross_head,63,50,0.5546401739120483
25,25,2,6,V,cross_head,63,73,0.6265246272087097
25,25,2,7,V,cross_head,63,61,0.6182884573936462
25,25,3,4,V,cross_head,72,44,0.5069556832313538
25,25,3,5,V,cross_head,72,50,0.5639232993125916
25,25,3,6,V,cross_head,72,73,0.6780387759208679
25,25,3,7,V,cross_head,72,61,0.6224760413169861
25,25,4,5,V,cross_head,44,50,0.5081778168678284
25,25,4,6,V,cross_head,44,73,0.518125057220459
25,25,4,7,V,cross_head,44,61,0.5014167428016663
25,25,5,6,V,cross_head,50,73,0.5556169748306274
25,25,5,7,V,cross_head,50,61,0.5640397071838379
25,25,6,7,V,cross_head,73,61,0.6240924596786499
26,26,0,1,V,cross_head,71,67,0.6501601934432983
26,26,0,2,V,cross_head,71,69,0.6694663763046265
26,26,0,3,V,cross_head,71,60,0.6108022928237915
26,26,0,4,V,cross_head,71,68,0.657893180847168
26,26,0,5,V,cross_head,71,73,0.6733631491661072
26,26,0,6,V,cross_head,71,72,0.6734198927879333
26,26,0,7,V,cross_head,71,56,0.591018557548523
26,26,1,2,V,cross_head,67,69,0.658907413482666
26,26,1,3,V,cross_head,67,60,0.6068058013916016
26,26,1,4,V,cross_head,67,68,0.6541084051132202
26,26,1,5,V,cross_head,67,73,0.6533353328704834
26,26,1,6,V,cross_head,67,72,0.6537553071975708
26,26,1,7,V,cross_head,67,56,0.5911478996276855
26,26,2,3,V,cross_head,69,60,0.609818696975708
26,26,2,4,V,cross_head,69,68,0.6637415885925293
26,26,2,5,V,cross_head,69,73,0.665816605091095
26,26,2,6,V,cross_head,69,72,0.6578243970870972
26,26,2,7,V,cross_head,69,56,0.59441077709198
26,26,3,4,V,cross_head,60,68,0.6111840009689331
26,26,3,5,V,cross_head,60,73,0.622915506362915
26,26,3,6,V,cross_head,60,72,0.6132469773292542
26,26,3,7,V,cross_head,60,56,0.5935711860656738
26,26,4,5,V,cross_head,68,73,0.6628237366676331
26,26,4,6,V,cross_head,68,72,0.6587710380554199
26,26,4,7,V,cross_head,68,56,0.5936678647994995
26,26,5,6,V,cross_head,73,72,0.6802429556846619
26,26,5,7,V,cross_head,73,56,0.5889489054679871
26,26,6,7,V,cross_head,72,56,0.5875524878501892
27,27,0,1,V,cross_head,48,67,0.5394310355186462
27,27,0,2,V,cross_head,48,65,0.5495625734329224
27,27,0,3,V,cross_head,48,65,0.5448989272117615
27,27,0,4,V,cross_head,48,39,0.4927607774734497
27,27,0,5,V,cross_head,48,61,0.5365403890609741
27,27,0,6,V,cross_head,48,63,0.5510892868041992
27,27,0,7,V,cross_head,48,52,0.5340869426727295
27,27,1,2,V,cross_head,67,65,0.6446053385734558
27,27,1,3,V,cross_head,67,65,0.6469563841819763
27,27,1,4,V,cross_head,67,39,0.49565398693084717
27,27,1,5,V,cross_head,67,61,0.6192536354064941
27,27,1,6,V,cross_head,67,63,0.635208249092102
27,27,1,7,V,cross_head,67,52,0.5735177993774414
27,27,2,3,V,cross_head,65,65,0.6391465067863464
27,27,2,4,V,cross_head,65,39,0.4838266968727112
27,27,2,5,V,cross_head,65,61,0.6199129223823547
27,27,2,6,V,cross_head,65,63,0.6227654814720154
27,27,2,7,V,cross_head,65,52,0.5766255259513855
27,27,3,4,V,cross_head,65,39,0.4805161952972412
27,27,3,5,V,cross_head,65,61,0.6279782056808472
27,27,3,6,V,cross_head,65,63,0.6330878734588623
